FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,toilette_type,etab_nom,geometry
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_696,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.4885868727854052 6.3495336878483455)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_697,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.4890695759333872 6.349298807993949)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_698,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.4808633333333334 6.345246666666665)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_699,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.4778233333333333 6.3751050000000005)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_69a,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.171520596276971 6.234591281706483)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_69b,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1805099999999986 6.229148333333334)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_69c,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1793089791278086 6.238030093270998)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_69d,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1934747476593037 6.224652335590088)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_69e,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.194396964045183 6.225275060967278)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_69f,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2047305485616806 6.2219362906132405)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6a0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1812087658205868 6.22509957848056)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6a1,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.5388027302032425 6.39190295387645)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6a2,Maritime,Vo,Vo 1,Vogan,{Latrines a eau},Nsp,POINT (1.5394883333333338 6.34948)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6a3,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.5300282142898023 6.341226590182977)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6a4,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.526994079855544 6.336170593778431)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6a5,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.498350370015236 6.350030465987897)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6a6,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.5040911136460866 6.374738611013967)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6a7,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.4835729389471441 6.357974019062983)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6a8,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.4832037977386965 6.358582318908166)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6a9,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.4842300000000002 6.377566666666669)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6aa,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.484811666666667 6.3779283333333305)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ab,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.4807966666666672 6.344916666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ac,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.4885766666666675 6.341581666666665)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ad,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.4887252170523155 6.341664588883225)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ae,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.4904600000000008 6.335538333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6af,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.5071732057177432 6.330570770151396)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6b0,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.4577018573306078 6.3377129835778705)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6b1,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.457205825034026 6.337633715468407)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6b2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,Douches}",Nsp,POINT (1.233545 6.217239999999998)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6b3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.205466088755553 6.250831059234537)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6b4,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2204916666666688 6.228149999999996)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6b5,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.52507 6.335616666666663)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6b6,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.5020041915321007 6.394891961320395)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6b7,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.4888416666666664 6.342348333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6b8,Maritime,Vo,Vo 1,Vogan,"{Douches,Latrines seches}",Nsp,POINT (1.5219997770661766 6.340111736516558)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6b9,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.4982963812854329 6.349622503586303)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ba,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.4862204786857538 6.395226604367381)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6bb,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1686955330291455 6.2570934825046045)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6bc,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.168720391000027 6.257129683346242)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6bd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1805666666666668 6.257634999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6be,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1725766666666664 6.251799999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6bf,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Douches},Nsp,POINT (1.2334166666666668 6.217291666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6c0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1854629549708435 6.210926415521966)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6c1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2247312822167682 6.218684653196129)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6c2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,Latrines seches}",Nsp,POINT (1.1985449999999995 6.249801666666668)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6c3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1854733575363798 6.230884187038702)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6c4,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.4862201967907827 6.3945684089176025)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6c5,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.5069983333333339 6.287018333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6c6,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.5091222771782145 6.288840095392482)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6c7,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.4887600000000007 6.342359999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6c8,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.490406666666667 6.335289999999997)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6c9,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.480576666666667 6.338268333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ca,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.5271427809804274 6.341507151926184)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6cb,Maritime,Vo,Vo 1,Vogan,{WCs},Nsp,POINT (1.5385300000000008 6.3130716666666675)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6cc,Maritime,Vo,Vo 1,Vo-Koutimé,{WCs},Nsp,POINT (1.5830000000000002 6.399746666666666)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6cd,Maritime,Vo,Vo 1,Vo-Koutimé,{Latrines seches},Nsp,POINT (1.5575177054514264 6.37197068327996)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ce,Savanes,Oti,Oti 1,Mango,{autre},Nsp,POINT (0.4757463007837693 10.369254151963004)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6cf,Maritime,Vo,Vo 1,Vo-Koutimé,{Latrines seches},Nsp,POINT (1.5788399999999991 6.402786666666666)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6d0,Maritime,Vo,Vo 1,Vo-Koutimé,{WCs},Nsp,POINT (1.5936989256971992 6.3692059924773945)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6d1,Maritime,Vo,Vo 1,Vo-Koutimé,"{WCs,Pissotieres}",Nsp,POINT (1.5876683333333337 6.354686666666665)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6d2,Maritime,Vo,Vo 1,Vo-Koutimé,{Latrines seches},Nsp,POINT (1.5786750000000005 6.402486666666663)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6d3,Maritime,Vo,Vo 1,Vo-Koutimé,{WCs},Nsp,POINT (1.594272003122321 6.369176191923713)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6d4,Maritime,Vo,Vo 1,Vo-Koutimé,{Pissotieres},Nsp,POINT (1.5670800771666054 6.36106394913935)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6d5,Maritime,Vo,Vo 1,Vo-Koutimé,{Pissotieres},Nsp,POINT (1.563133816153345 6.345855773996803)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6d6,Maritime,Vo,Vo 1,Vo-Koutimé,{Pissotieres},Nsp,POINT (1.5640362799606213 6.345332812498266)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6d7,Maritime,Vo,Vo 1,Vo-Koutimé,{Latrines seches},Nsp,POINT (1.5788016666666669 6.352539999999995)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6d8,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.144098422349032 6.263436747307694)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6d9,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.1556536089871352 6.237940053660939)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6da,Maritime,Vo,Vo 1,Vo-Koutimé,{Latrines seches},Nsp,POINT (1.5785316666666682 6.351585763236931)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6db,Maritime,Vo,Vo 1,Vo-Koutimé,{WCs},Nsp,POINT (1.5866000000000005 6.327941666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6dc,Maritime,Vo,Vo 1,Vo-Koutimé,{Latrines seches},Nsp,POINT (1.5856435831099567 6.393554235675896)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6dd,Maritime,Vo,Vo 1,Vo-Koutimé,{WCs},Nsp,POINT (1.58296 6.399636666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6de,Maritime,Vo,Vo 1,Vo-Koutimé,{Pissotieres},Nsp,POINT (1.5770847347607355 6.393941150838833)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6df,Maritime,Vo,Vo 1,Vo-Koutimé,{Pissotieres},Nsp,POINT (1.5772395882809211 6.393910840302094)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6e0,Maritime,Vo,Vo 1,Vo-Koutimé,{WCs},Nsp,POINT (1.5706366666666667 6.379154999999996)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6e1,Maritime,Vo,Vo 1,Vo-Koutimé,{Latrines seches},Nsp,POINT (1.5575560891158418 6.371782222018072)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6e2,Maritime,Vo,Vo 1,Vo-Koutimé,{WCs},Nsp,POINT (1.5773370022147535 6.384571289054756)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6e3,Maritime,Vo,Vo 1,Vo-Koutimé,{Latrines seches},Nsp,POINT (1.5830749999999996 6.399766666666664)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6e4,Maritime,Vo,Vo 1,Vo-Koutimé,{Pissotieres},Nsp,POINT (1.5767990380120407 6.39401175053816)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6e5,Maritime,Vo,Vo 1,Vo-Koutimé,{Pissotieres},Nsp,POINT (1.5623139528429923 6.359918350365495)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6e6,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines seches},Nsp,POINT (1.1535299999999997 6.2388716666666655)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6e7,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.156109622322557 6.238281672470441)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6e8,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.1440729591763432 6.263364563998329)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6e9,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.1581188936494762 6.266143392817303)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ea,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.1440297151430177 6.263407033438299)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6eb,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines a eau},Nsp,POINT (1.1188143687027343 6.2288255295796375)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ec,Maritime,Vo,Vo 1,Vo-Koutimé,{WCs},Nsp,POINT (1.5701264172313356 6.379218222677932)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ed,Maritime,Vo,Vo 1,Vo-Koutimé,{Latrines seches},Nsp,POINT (1.5573856290775538 6.371317222023105)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ee,Maritime,Vo,Vo 2,Togoville,{WCs},Nsp,POINT (1.530351666666667 6.239885000000002)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ef,Maritime,Vo,Vo 2,Togoville,{WCs},Nsp,POINT (1.5219830155221716 6.239415614541451)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6f0,Maritime,Vo,Vo 2,Togoville,{WCs},Nsp,POINT (1.5141599149649636 6.238347670927852)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6f1,Maritime,Vo,Vo 2,Togoville,{WCs},Nsp,POINT (1.492858333333333 6.237496666666666)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6f2,Maritime,Vo,Vo 2,Togoville,{WCs},Nsp,POINT (1.4776449999999999 6.23468)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6f3,Maritime,Vo,Vo 2,Togoville,{WCs},Nsp,POINT (1.4740290708488497 6.235282664538313)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6f4,Maritime,Vo,Vo 2,Togoville,{WCs},Nsp,POINT (1.4814943297836864 6.247912141432096)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6f5,Maritime,Vo,Vo 2,Togoville,"{WCs,Pissotieres}",Nsp,POINT (1.4772199999999995 6.235308333333336)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6f6,Maritime,Vo,Vo 2,Togoville,"{WCs,Douches}",Nsp,POINT (1.4592134697494046 6.276987888378728)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6f7,Maritime,Vo,Vo 2,Togoville,{WCs},Nsp,POINT (1.522028333333333 6.238783333333331)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6f8,Maritime,Vo,Vo 2,Togoville,"{WCs,Pissotieres}",Nsp,POINT (1.5010900565940695 6.243608570828487)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6f9,Maritime,Vo,Vo 2,Togoville,{WCs},Nsp,POINT (1.487689442138795 6.269048144299025)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6fa,Maritime,Vo,Vo 2,Togoville,{Pissotieres},Nsp,POINT (1.4505322795253703 6.250120232700004)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6fb,Maritime,Vo,Vo 2,Togoville,{WCs},Nsp,POINT (1.459263765902669 6.2770597985340775)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6fc,Maritime,Vo,Vo 2,Togoville,{Latrines seches},Nsp,POINT (1.4464375982140583 6.262472165743567)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6fd,Maritime,Vo,Vo 2,Anyron-Kopé,{WCs},Nsp,POINT (1.5224173121395093 6.2585192315142715)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6fe,Maritime,Vo,Vo 2,Anyron-Kopé,{WCs},Nsp,POINT (1.5520816666666666 6.270843333333331)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_6ff,Maritime,Vo,Vo 2,Anyron-Kopé,{WCs},Nsp,POINT (1.561927647987332 6.246417014773637)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_700,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.1580810373182322 6.2659945736588085)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_701,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,{Pissotieres},Nsp,POINT (1.2108950000000014 6.344693333333334)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_702,Maritime,Vo,Vo 2,Anyron-Kopé,{WCs},Nsp,POINT (1.549785000000001 6.252781666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_703,Maritime,Vo,Vo 2,Anyron-Kopé,{WCs},Nsp,POINT (1.5521000000000011 6.270785000000001)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_704,Maritime,Vo,Vo 2,Anyron-Kopé,{WCs},Nsp,POINT (1.5702251445891733 6.246980396725735)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_705,Maritime,Lacs,Lacs 1,Aného,{WCs},Nsp,POINT (1.5707208683231981 6.223724563283688)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_706,Maritime,Lacs,Lacs 1,Aného,"{Latrines a eau,Douches}",Nsp,POINT (1.5885400254145565 6.2271951649251305)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_707,Maritime,Lacs,Lacs 1,Glidji,{Latrines seches},Nsp,POINT (1.609718877063867 6.250875336912232)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_708,Maritime,Lacs,Lacs 1,Glidji,{Latrines seches},Nsp,POINT (1.6100066412143474 6.2508784566535915)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_709,Maritime,Lacs,Lacs 1,Glidji,{Latrines seches},Nsp,POINT (1.6085198050690441 6.267452610541771)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_70a,Maritime,Lacs,Lacs 1,Glidji,{WCs},Nsp,POINT (1.6124850000000002 6.2546550000000005)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_70b,Maritime,Lacs,Lacs 1,Canton D’Aneho,{WCs},Nsp,POINT (1.6050355705731174 6.234335080101754)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_70c,Maritime,Lacs,Lacs 1,Canton D’Aneho,{WCs},Nsp,POINT (1.6067147346383177 6.237164673077735)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_70d,Maritime,Lacs,Lacs 1,Canton D’Aneho,"{Latrines seches,Pissotieres}",Nsp,POINT (1.613938853969086 6.2345825567119775)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_70e,Maritime,Lacs,Lacs 1,Canton D’Aneho,{Latrines a eau},Nsp,POINT (1.6217833333333336 6.239396666666665)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_70f,Maritime,Lacs,Lacs 1,Canton D’Aneho,{Latrines a eau},Nsp,POINT (1.621786666666667 6.239348333333334)
