FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,toilette_type,etab_nom,geometry
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2248,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2401524773839419 6.154747264226894)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2249,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2659411034988082 6.194218869266141)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_224a,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2409974101315995 6.158991794242671)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_224b,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2379197459420597 6.16101225279836)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_224c,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.253117909173384 6.1844286438396265)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_224d,Maritime,Golfe,Golfe 2,Bè-Centre,"{WCs,Douches}",Nsp,POINT (1.2376389544301727 6.15501770743215)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_224e,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2401415581337323 6.154788131954612)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_224f,Maritime,Golfe,Golfe 2,Bè-Centre,{Pissotieres},Nsp,POINT (1.24097564745158 6.158969159120587)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2250,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2471820857730938 6.1851710685287316)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2251,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2364547241093011 6.172449826561368)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2252,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2370766666666673 6.173446695234736)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2253,Maritime,Golfe,Golfe 2,Bè-Centre,{Pissotieres},Nsp,POINT (1.234885812040995 6.173162096601095)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2254,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2348922084319365 6.173105769824231)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2255,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.245627395846448 6.164218104366514)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2256,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.241676187490168 6.172381051782639)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2257,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2363925261229007 6.149803687583574)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2258,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2547356954235038 6.188234773721388)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2259,Maritime,Golfe,Golfe 2,Bè-Centre,"{Douches,WCs,Latrines seches,Pissotieres}",Nsp,POINT (1.2660300025541977 6.194333951433387)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_225a,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2660370580811464 6.194395294305014)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_225b,Maritime,Golfe,Golfe 2,Bè-Centre,"{WCs,Latrines a eau,Douches}",Nsp,POINT (1.2353529440646134 6.176973910926913)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_225c,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2471968984306236 6.185099489664129)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_225d,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.247152712084447 6.185108539841803)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_225e,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2461843809524413 6.184118777690561)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_225f,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2461799999999998 6.184164999999997)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2260,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2451201396808014 6.188565650766701)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2261,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.249571235145818 6.187524351736207)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2262,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2642171729230491 6.191655299341856)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2263,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2427190283066698 6.196505457463243)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2264,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2498791158024234 6.188111658076174)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2265,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2531438589935953 6.18449056477821)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2266,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2531483540753194 6.184493207823075)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2267,Plateaux,Ogou,Ogou 1,Gnagna,{WCs},Nsp,POINT (1.1269816666666665 7.526459999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2268,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.253153479792795 6.184500090508585)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2269,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2531473925255545 6.184440423186892)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_226a,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2531415493833162 6.18442554818888)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_226b,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2532675408964096 6.184439288998881)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_226c,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2534146440322997 6.184370877035106)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_226d,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2534441574040416 6.184284784466641)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_226e,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.253138717632917 6.184480682596841)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_226f,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2534803076839423 6.184445697024557)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2270,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2535146070503556 6.184394870737718)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2271,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2466680378913295 6.183132076430992)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2272,Maritime,Golfe,Golfe 2,Bè-Centre,"{WCs,Pissotieres}",Nsp,POINT (1.2533705379823508 6.181627252015102)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2273,Maritime,Golfe,Golfe 2,Bè-Centre,"{WCs,Latrines a eau}",Nsp,POINT (1.2375737597252976 6.155074742595076)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2274,Maritime,Golfe,Golfe 2,Bè-Centre,"{WCs,Douches}",Nsp,POINT (1.2661406383130058 6.196288784731815)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2275,Maritime,Golfe,Golfe 2,Bè-Centre,"{Douches,Latrines a eau}",Nsp,POINT (1.266268315837773 6.196303023686489)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2276,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2387701787573366 6.179824857937051)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2277,Maritime,Golfe,Golfe 2,Bè-Centre,"{WCs,Latrines seches,Douches,Pissotieres}",Nsp,POINT (1.2660271128550078 6.194314986557909)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2278,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.266143333333333 6.196359744303258)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2279,Maritime,Golfe,Golfe 2,Bè-Centre,"{WCs,Douches}",Nsp,POINT (1.2663698076945604 6.190996790415347)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_227a,Maritime,Golfe,Golfe 2,Bè-Centre,"{WCs,Latrines seches,Pissotieres,Douches}",Nsp,POINT (1.2659959847954836 6.194181242355208)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_227b,Maritime,Golfe,Golfe 2,Bè-Centre,"{Latrines a eau,Douches}",Nsp,POINT (1.2659936297761276 6.19440251482558)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_227c,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.266009186104514 6.194382655239805)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_227d,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.266022791659761 6.194387030844651)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_227e,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2683939963984068 6.193248653531891)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_227f,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2478070851749725 6.198726052267278)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2280,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.253418242372548 6.184258005862572)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2281,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.253110318343003 6.184404717477223)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2282,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2531246909609626 6.184436609713386)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2283,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2531239907416412 6.184448687895098)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2284,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2534363758415443 6.184282585083328)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2285,Maritime,Golfe,Golfe 2,Bè-Centre,{WCs},Nsp,POINT (1.2531405076020166 6.1844868618100515)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2286,Maritime,Golfe,Golfe 2,Bè-Centre,"{Douches,WCs}",Nsp,POINT (1.2660783866998988 6.1981126583272514)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2287,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2414094510069322 6.191390207503299)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2288,Maritime,Golfe,Golfe 2,Bè-Centre,{Latrines a eau},Nsp,POINT (1.2375240780424697 6.1658948134005955)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2289,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2067937810479705 6.142022468467941)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_228a,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2069294383178353 6.14140003291989)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_228b,Maritime,Golfe,Golfe 4,Amoutivé,"{Latrines seches,WCs,Douches}",Nsp,POINT (1.2041783333333318 6.1236266666666666)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_228c,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Pissotieres,autre}",Nsp,POINT (1.210348984606717 6.12144624231193)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_228d,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2103458781617917 6.121510617381886)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_228e,Maritime,Golfe,Golfe 4,Amoutivé,{Pissotieres},Nsp,POINT (1.2073450724793453 6.129371171975302)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_228f,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.203867224390102 6.128384595510218)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2290,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Latrines a eau}",Nsp,POINT (1.2034866422276773 6.128120995184806)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2291,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Latrines a eau}",Nsp,POINT (1.2034858627567615 6.128142765568224)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2292,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2036290425517213 6.145986793683903)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2293,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2036427423913392 6.1459845513750215)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2294,Maritime,Golfe,Golfe 4,Amoutivé,"{Latrines a eau,Douches,Pissotieres}",Nsp,POINT (1.2240638980473308 6.134072596274936)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2295,Maritime,Golfe,Golfe 4,Amoutivé,"{Latrines a eau,Pissotieres,Douches}",Nsp,POINT (1.2240411083935343 6.134471130023228)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2296,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.2211622383025604 6.133987575995517)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2297,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Latrines a eau}",Nsp,POINT (1.219848875350952 6.1374124373981145)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2298,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2260673738049075 6.1404409436035765)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2299,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.2162260277750914 6.13681218079766)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_229a,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Douches}",Nsp,POINT (1.2303457966469291 6.127435221446201)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_229b,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.205048399042488 6.121253663101476)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_229c,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.2028950000000005 6.1181833333333335)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_229d,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Douches}",Nsp,POINT (1.213977434218721 6.142670831572552)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_229e,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.2158550940304078 6.145651316194325)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_229f,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2092506153392966 6.120191829049968)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22a0,Maritime,Golfe,Golfe 4,Amoutivé,"{Latrines seches,Douches}",Nsp,POINT (1.203566881466799 6.1614101064278355)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22a1,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2161949251524373 6.131633422181808)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22a2,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.215981609237005 6.131890109204019)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22a3,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2158198198066983 6.1455254100997)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22a4,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Douches}",Nsp,POINT (1.2144245894368781 6.143139679137141)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22a5,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Latrines a eau}",Nsp,POINT (1.2034885679925311 6.128131629366296)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22a6,Maritime,Golfe,Golfe 4,Amoutivé,"{Latrines a eau,WCs}",Nsp,POINT (1.2159765294134413 6.136555061888468)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22a7,Maritime,Golfe,Golfe 4,Amoutivé,"{Douches,WCs}",Nsp,POINT (1.2162527418430693 6.136866068554399)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22a8,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2036138018594993 6.145985510104633)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22a9,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Douches}",Nsp,POINT (1.2028889830791365 6.146231506979771)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22aa,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2069412318485033 6.141387361866619)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22ab,Maritime,Golfe,Golfe 4,Amoutivé,"{Douches,WCs}",Nsp,POINT (1.2024553912683034 6.117802204576223)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22ac,Maritime,Golfe,Golfe 4,Amoutivé,"{Douches,WCs}",Nsp,POINT (1.2024192769005306 6.118021220062331)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22ad,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2052983333333334 6.121279999999997)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22ae,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.221563333333334 6.132224999999996)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22af,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.2188522797891739 6.122879623760851)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22b0,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2024608110972386 6.117742564547589)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22b1,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.2024245820687334 6.117980091263999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22b2,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.2126834849325132 6.134423949992694)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22b3,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Douches}",Nsp,POINT (1.2158784828408502 6.145621061932299)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22b4,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.2158835822889305 6.1455500936422425)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22b5,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,{WCs},Nsp,POINT (1.6714963573829558 6.441412943506129)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22b6,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.2283611279449342 6.132510504025715)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22b7,Maritime,Golfe,Golfe 4,Amoutivé,{Douches},Nsp,POINT (1.2198784615098537 6.137420388778526)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22b8,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.200591479143952 6.132394334408785)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22b9,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2260962466972671 6.1404522888988335)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22ba,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.216026666666667 6.13647)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22bb,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.207278513512193 6.1214329579037)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22bc,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2303195391966437 6.127487327502789)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22bd,Maritime,Golfe,Golfe 4,Amoutivé,"{WCs,Douches}",Nsp,POINT (1.2215840684999044 6.1321315745214156)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22be,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2285864167800726 6.125139221355411)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22bf,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.218796449724838 6.123122107298377)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22c0,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.218809116767338 6.123080975485891)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22c1,Maritime,Golfe,Golfe 4,Amoutivé,"{Latrines a eau,Pissotieres,Douches}",Nsp,POINT (1.2241282151611816 6.134415242634532)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22c2,Maritime,Golfe,Golfe 4,Amoutivé,"{Latrines a eau,Pissotieres,Douches}",Nsp,POINT (1.2239986114508083 6.134468580015049)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22c3,Maritime,Golfe,Golfe 4,Amoutivé,"{Latrines a eau,Pissotieres}",Nsp,POINT (1.2240140689846237 6.134435315666847)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22c4,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2240405362392484 6.134440343759308)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22c5,Maritime,Golfe,Golfe 4,Amoutivé,{WCs},Nsp,POINT (1.2159432487783688 6.145653519443092)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22c6,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2158886283674546 6.131428137377798)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22c7,Maritime,Golfe,Golfe 4,Amoutivé,"{Latrines a eau,Douches}",Nsp,POINT (1.2324875070478691 6.142932458591412)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22c8,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.209280647401597 6.120145327263142)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22c9,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2326453841935123 6.1429118457767045)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22ca,Maritime,Golfe,Golfe 4,Amoutivé,{Latrines a eau},Nsp,POINT (1.2297212741170416 6.126934293985575)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22cb,Maritime,Golfe,Golfe 5,Aflao-Gakli,{Latrines a eau},Nsp,POINT (1.1758420916395775 6.20393222351847)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22cc,Maritime,Golfe,Golfe 5,Aflao-Gakli,{Latrines a eau},Nsp,POINT (1.1754313008567576 6.203726685303505)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22cd,Maritime,Golfe,Golfe 5,Aflao-Gakli,{Latrines a eau},Nsp,POINT (1.1754295848201528 6.203707296031564)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22ce,Maritime,Golfe,Golfe 5,Aflao-Gakli,"{Pissotieres,WCs}",Nsp,POINT (1.17449 6.2052249999999995)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22cf,Maritime,Golfe,Golfe 5,Aflao-Gakli,{WCs},Nsp,POINT (1.1752966666666678 6.198626666666666)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22d0,Maritime,Golfe,Golfe 5,Aflao-Gakli,"{WCs,autre}",Nsp,POINT (1.1824250979497786 6.197858033194576)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_22d1,Maritime,Golfe,Golfe 5,Aflao-Gakli,{Latrines a eau},Nsp,POINT (1.1527418714936748 6.202872457664051)
